address,city,floor,id,latitude,longitude,price,rooms,sq,year
Prądnik Biały Górka Narodowa Osiedle Wolfganga Amadeusa Mozarta,Kraków,3.0,25689.0,50.0939531,19.953479871554848,820000.0,3.0,78.0,2008.0
Prądnik Biały Stefana Banacha,Kraków,0.0,19368.0,50.1015333,19.9640995,477379.0,2.0,50.2,2021.0
Śródmieście Powiśle Leszczyńska,Warszawa,2.0,17251.0,52.240665,21.0256939,2180000.0,3.0,88.0,2010.0
Wilda Jana Umińskiego,Poznań,3.0,734.0,52.3878101,16.9111872,239000.0,3.0,47.05,1920.0
Wola Muranów,Warszawa,8.0,7174.0,52.24033315,20.987097142274752,685000.0,2.0,53.6,2009.0
Wilda,Poznań,4.0,1185.0,52.3897748,16.917438100000002,688500.0,3.0,102.0,1902.0
Dębniki Tyniecka,Kraków,2.0,26966.0,50.0515467,19.9243633,969000.0,2.0,81.0,2009.0
Stare Miasto Naramowice ul. Czarnucha,Poznań,2.0,1995.0,52.44997629999999,16.9527562,276742.6,2.0,38.33,2020.0
Grzegórzki,Kraków,2.0,24200.0,50.06497215,19.968825516425387,908000.0,1.0,189.0,1950.0
Mokotów Górny Mokotów Antoniego Edwarda Odyńca,Warszawa,0.0,15764.0,52.1957548,21.0127317,1150000.0,3.0,65.97,1955.0
Podgórze Zabłocie,Kraków,2.0,28756.0,50.0478769,19.961368688357496,657000.0,2.0,62.0,1918.0
Stare Miasto Piątkowo Teofila Mateckiego,Poznań,3.0,4611.0,52.461312,16.897866,308000.0,1.0,30.0,2016.0
Bronowice Stańczyka,Kraków,3.0,29659.0,50.0788285,19.8942504,409000.0,2.0,41.31,2021.0
Mokotów,Warszawa,0.0,17438.0,52.19398740000001,21.0457809,605000.0,2.0,50.0,1996.0
Dębniki Ruczaj Szuwarowa,Kraków,4.0,28417.0,50.01943060000001,19.9038193,799000.0,4.0,103.3,2002.0
Grunwald Jeleniogórska 1/3,Poznań,4.0,5571.0,52.404212,16.882542,326060.0,1.0,38.36,2021.0
Nowe Miasto Malta ul. Katowicka,Poznań,6.0,5910.0,52.39734489999999,16.9619394,398212.5,2.0,38.85,2022.0
Stare Miasto Centrum ul. Garbary,Poznań,5.0,589.0,52.4066079,16.9372258,375000.0,2.0,36.16,2010.0
Śródmieście Złota,Warszawa,10.0,14646.0,52.23095545,21.00117599138309,6300000.0,4.0,156.0,2017.0
Mokotów Nałęczowska,Warszawa,4.0,13235.0,52.1753544,21.0624219,1228682.0,5.0,121.8,2022.0
Praga-Południe Gocław,Warszawa,3.0,9939.0,52.2286331,21.1065722,653820.0,3.0,64.48,2022.0
Wola,Warszawa,5.0,8285.0,52.2362379,20.9547815,950000.0,3.0,71.0,2020.0
Mokotów Służewiec,Warszawa,2.0,17472.0,52.17091075,21.015612588801844,1099000.0,4.0,93.0,2020.0
Dębniki,Kraków,2.0,28471.0,50.0518611,19.9270367,960000.0,2.0,81.0,2010.0
Ursynów Benedykta Polaka,Warszawa,4.0,6421.0,52.14860570000001,21.0497892,525000.0,2.0,42.0,1975.0
Białołęka ul. Kąty Grodziskie,Warszawa,0.0,12315.0,52.3246245,21.0547602,387539.0,3.0,53.27,2021.0
Wola,Warszawa,6.0,12068.0,52.2362379,20.9547815,580000.0,1.0,34.0,2020.0
Bronowice Włodzimierza Tetmajera,Kraków,1.0,24176.0,50.089837599999996,19.870812874428264,858000.0,4.0,125.62,2020.0
Jeżyce Sołacz Sokoła ,Poznań,3.0,4535.0,52.413045,16.9022122,315000.0,2.0,36.9,1920.0
Bronowice ul. Stańczyka,Kraków,7.0,22719.0,50.0788285,19.8942504,322500.0,2.0,27.56,2021.0
Podgórze Duchackie Wola Duchacka,Kraków,4.0,27378.0,50.0146222,19.953758,460000.0,2.0,49.2,2004.0
Ochota Juliana Ursyna Niemcewicza,Warszawa,2.0,11774.0,52.2211284,20.9848549,744000.0,2.0,62.0,2004.0
Prądnik Czerwony ul. Śliczna,Kraków,1.0,18979.0,50.0469432,19.99715343583669,559813.68,3.0,59.58,2021.0
Nowe Miasto Malta ul. Katowicka,Poznań,4.0,4688.0,52.39734489999999,16.9619394,308750.0,2.0,32.5,2022.0
Praga-Południe Grochów Ludwika Mycielskiego,Warszawa,4.0,11912.0,52.251602899999995,21.08197159779118,289700.0,1.0,20.19,1956.0
Grzegórzki Marka Stachowskiego,Kraków,7.0,27304.0,50.05364305000001,19.962882841801495,1264850.0,3.0,62.0,2018.0
Nowe Miasto Malta,Poznań,1.0,212.0,52.40739345,16.979467067544743,384000.0,2.0,47.55,2022.0
Wzgórza Krzesławickie ul.Gustawa Morcinka,Kraków,2.0,26681.0,50.1047809,20.0362743,272664.0,2.0,37.87,2022.0
Wilanów,Warszawa,0.0,9929.0,52.1530829,21.110441100000006,799000.0,2.0,54.2,2014.0
Prądnik Biały Stefana Banacha,Kraków,1.0,29050.0,50.1015333,19.9640995,323337.0,2.0,35.47,2020.0
Wola,Warszawa,0.0,11373.0,52.2362379,20.9547815,367000.0,1.0,27.25,1970.0
Stare Miasto ul. Długa 24,Kraków,2.0,29989.0,50.0679951,19.93831299081117,603018.6,1.0,25.53,2020.0
Nowa Huta Czyżyny Nowohucka 46,Kraków,0.0,30125.0,50.0558029,19.9993305,539155.0,3.0,63.43,2022.0
Podgórze ul. Pana Tadeusza,Kraków,0.0,18412.0,50.0495539,19.9719694,466000.0,3.0,48.8,1963.0
Bieżanów-Prokocim Złocieniowa,Kraków,4.0,19459.0,50.0181408,20.0508626,272811.0,2.0,35.43,2020.0
Śródmieście Śniadeckich,Warszawa,4.0,13368.0,52.2319581,21.0067249,2400000.0,5.0,144.64,1913.0
Ochota Rakowiec,Warszawa,3.0,17133.0,52.20055095,20.9748010036818,420000.0,2.0,37.4,1970.0
Łagiewniki-Borek Fałęcki Borek Fałęcki Krokusowa,Kraków,6.0,30230.0,50.0237228,19.9188264,1129804.0,4.0,102.06,2012.0
Wola Juliana Konstantego Ordona,Warszawa,2.0,16135.0,52.2247928,20.9525803,734264.0,3.0,69.89,2021.0
Łagiewniki-Borek Fałęcki Borek Fałęcki Żywiecka,Kraków,1.0,20894.0,50.014117,19.9179187,455000.0,3.0,53.0,2020.0
Bielany ul. Bartosza Głowackiego,Warszawa,2.0,10312.0,52.2539701,21.2208695,808110.0,3.0,59.86,2019.0
Grzegórzki ul. Fabryczna,Kraków,7.0,28857.0,50.058444,19.970235100000004,1054848.0,3.0,82.41,2021.0
Białołęka ul. Głębocka,Warszawa,1.0,10122.0,52.3234679,21.0670915,322000.0,2.0,41.0,2020.0
Grzegórzki Kazimierza Kordylewskiego,Kraków,5.0,27868.0,50.0603359,19.9623163,1011000.0,3.0,78.4,2006.0
Grzegórzki Grzegórzecka,Kraków,0.0,28461.0,50.0587885,19.9500605,949000.0,4.0,85.0,2001.0
Zwierzyniec Wola Justowska Piotra Borowego,Kraków,2.0,22938.0,50.063859,19.8884689,730000.0,2.0,47.28,2020.0
Bronowice ul. Stańczyka,Kraków,1.0,28778.0,50.0788285,19.8942504,540000.0,4.0,58.62,2020.0
Podgórze Płaszów ul. Przewóz,Kraków,0.0,26520.0,50.0435196,20.0712999,526516.0,3.0,57.23,2022.0
Śródmieście,Warszawa,2.0,15256.0,52.2328098,21.019067,699999.0,2.0,46.6,1962.0
Targówek Bródno Odrowąża,Warszawa,2.0,15395.0,52.2319581,21.0067249,695000.0,3.0,69.0,2008.0
Stare Miasto Piątkowo,Poznań,2.0,4897.0,52.4006632,16.919732591780882,515000.0,4.0,74.2,1980.0
Mokotów Seweryna Goszczyńskiego,Warszawa,2.0,7940.0,52.195246,21.0178722,995000.0,2.0,70.25,1952.0
Podgórze Przewóz Przewóz,Kraków,6.0,22373.0,50.0435196,20.0712999,370000.0,1.0,30.0,2019.0
Stare Miasto Winogrady,Poznań,1.0,1807.0,52.4348647,16.9383531,382882.0,2.0,50.05,2019.0
Bieżanów-Prokocim Agatowa,Kraków,3.0,20674.0,50.02252160000001,20.0481276,354000.0,3.0,49.03,2020.0
Bieżanów-Prokocim Prokocim,Kraków,2.0,20118.0,50.0128958,20.0258584,819000.0,3.0,69.8,2014.0
Mokotów,Warszawa,3.0,15814.0,52.19398740000001,21.0457809,950000.0,3.0,84.23,2010.0
Prądnik Biały Henryka Pachońskiego,Kraków,1.0,27030.0,50.0949773,19.920405494289955,377174.0,2.0,37.16,2022.0
Białołęka Grodzisk Sieczna,Warszawa,1.0,8088.0,52.314494,21.0671986,365000.0,2.0,40.14,2011.0
Bielany Zgrupowania AK Żmija,Warszawa,1.0,6984.0,52.2703306,20.9356486,909000.0,3.0,92.06,2004.0
Mokotów Białej Koniczyny,Warszawa,1.0,8457.0,52.1842458,21.042709,2031894.0,4.0,130.0,2019.0
Nowa Huta Czyżyny ul. Sołtysowska,Kraków,1.0,25075.0,50.0605887,20.0240353,353803.0,2.0,35.03,2022.0
Bieńczyce Osiedle Krakowiaków,Kraków,3.0,29325.0,50.08299270000001,20.0378038,440000.0,3.0,56.0,1960.0
Podgórze Zabłocie Stanisława Klimeckiego,Kraków,2.0,23790.0,50.04922420000001,19.9703793,349000.0,2.0,28.29,2021.0
Bielany,Warszawa,10.0,13306.0,52.2776126,20.9472054,450000.0,3.0,56.8,1979.0
Nowa Huta Czyżyny ul. Woźniców,Kraków,2.0,26111.0,50.0469432,19.99715343583669,648324.0,4.0,70.47,2022.0
Wola Chłodna,Warszawa,10.0,12741.0,52.23677485,20.985384133726818,560000.0,2.0,38.6,1969.0
Praga-Południe Kamionek Grochowska,Warszawa,6.0,11825.0,52.24692775,21.061848369644228,2840000.0,5.0,225.5,2002.0
Grzegórzki Stanisława Lema,Kraków,3.0,29156.0,50.06772015,19.991549009431782,667604.0,3.0,63.28,2021.0
Grzegórzki Olsza 29 Listopada,Kraków,1.0,25056.0,50.0769428,19.9637527,599093.0,3.0,55.99,2020.0
Nowa Huta ul. bp. Piotra Tomickiego,Kraków,0.0,20543.0,50.0469432,19.99715343583669,340000.0,2.0,35.38,2020.0
Grunwald Górczyn ul. Ceglana,Poznań,3.0,3546.0,52.3709933,16.863145899999996,539344.0,2.0,51.86,2020.0
Białołęka Marywilska,Warszawa,2.0,11454.0,52.3142761,20.9989336,457500.0,3.0,64.31,2020.0
małopolskie,Kraków,2.0,25436.0,50.0619474,19.9368564,1254555.0,4.0,92.93,2020.0
Rembertów,Warszawa,2.0,16546.0,52.2614149,21.162819100000004,490000.0,4.0,70.0,2021.0
Śródmieście,Warszawa,4.0,9917.0,52.2328098,21.019067,899000.0,2.0,46.5,1955.0
Grzegórzki,Kraków,2.0,26900.0,50.06497215,19.968825516425387,991760.0,3.0,86.24,2021.0
Podgórze Mały Płaszów,Kraków,3.0,23684.0,50.03453270000001,19.9754459,325000.0,1.0,35.7,1999.0
Krowodrza Stanisława Przybyszewskiego,Kraków,0.0,21629.0,50.0710654,19.89776716039137,655000.0,3.0,54.28,2019.0
Prądnik Biały,Kraków,0.0,27567.0,50.1035684,19.953603106301202,477379.0,2.0,50.2,2020.0
Dębniki Ruczaj Szuwarowa Raciborska Przemiarki Bobrzyńskiego Chmieleniec Kobierzyńska Zalesie Torfowa,Kraków,3.0,23144.0,50.0184265,19.9069521,799000.0,4.0,103.3,2002.0
Targówek ul. Topazowa,Warszawa,0.0,6713.0,52.2828253,21.0813742,676000.0,3.0,64.89,2004.0
Łagiewniki-Borek Fałęcki Łagiewniki Kwietna,Kraków,0.0,21431.0,50.0220855,19.9416313,589000.0,3.0,52.5,2016.0
Nowa Huta,Kraków,3.0,24465.0,50.08061865000001,20.129332198005237,468000.0,3.0,60.0,1970.0
Białołęka Nowodwory Dionizosa,Warszawa,2.0,11284.0,52.3389688,20.95054,460288.0,3.0,58.0,2020.0
Praga-Południe Gocław Generała Tadeusza Bora-Komorowskiego,Warszawa,8.0,13757.0,54.4074483,18.5889123,724000.0,3.0,69.0,2005.0
Bieżanów-Prokocim Malachitowa,Kraków,0.0,20859.0,50.0190594,20.0536229,276000.0,2.0,43.5,2022.0
Bronowice ul. Bronowicka,Kraków,1.0,20391.0,50.0778251,19.900680986965753,577854.0,2.0,46.98,2022.0
Śródmieście Śródmieście Południowe Emilii Plater,Warszawa,3.0,15363.0,52.2268815,21.005221879494137,1390000.0,4.0,101.0,1900.0
Mistrzejowice,Kraków,7.0,23990.0,50.09742625,20.00960263225891,527982.0,3.0,67.69,2020.0
Targówek Nowe Bródno Bazyliańska,Warszawa,5.0,11038.0,52.292064,21.0201493,399000.0,2.0,37.5,1970.0
Bemowo Jelonki ul. Eugeniusza Szwankowskiego,Warszawa,3.0,11906.0,52.2337467,20.8994052,595000.0,4.0,68.0,1979.0
Prądnik Czerwony,Kraków,1.0,19583.0,50.0859419,19.96660060819073,615000.0,3.0,61.0,2010.0
Ursynów,Warszawa,1.0,13471.0,52.141039,21.0323214,500000.0,2.0,45.0,2020.0
Podgórze Płaszów Myśliwska,Kraków,0.0,21263.0,50.0454593,20.0002025,344000.0,2.0,39.24,2021.0
Grunwald Łazarz Małeckiego,Poznań,3.0,5092.0,52.3976096,16.9043776,369000.0,2.0,39.88,1910.0
Nowe Miasto Rataje,Poznań,2.0,818.0,52.3901295,16.9535909,360000.0,3.0,49.0,1973.0
Praga-Południe,Warszawa,6.0,10269.0,52.2373961,21.0712578,420000.0,3.0,49.0,1974.0
Białołęka Tarchomin,Warszawa,1.0,13003.0,52.32069265,20.970833868701,568200.0,4.0,67.31,2022.0
Ursynów,Warszawa,3.0,11267.0,52.141039,21.0323214,973000.0,3.0,74.0,2008.0
Mistrzejowice os. Bohaterów Września,Kraków,3.0,23046.0,50.0987686,20.0125241,580000.0,3.0,64.0,1989.0
Bronowice Stańczyka,Kraków,6.0,19443.0,50.0788285,19.8942504,391900.0,2.0,36.0,2021.0
Ochota,Warszawa,8.0,10602.0,52.212225,20.9726299,462500.0,2.0,37.0,1970.0
Bemowo Szeligowska,Warszawa,1.0,11725.0,52.22078070000001,20.8969917,402490.0,1.0,36.59,2022.0
Białołęka Tarchomin ul. Atutowa,Warszawa,1.0,9095.0,52.3162669,20.9565368,276000.0,1.0,29.0,2021.0
Targówek Targówek Mieszkaniowy św. Wincentego,Warszawa,5.0,16379.0,52.2725185,21.042974800000003,490000.0,2.0,50.7,1988.0
Grunwald Łazarz Stanisława Wyspiańskiego,Poznań,0.0,3286.0,52.397412,16.8995449,1990000.0,3.0,143.48,2008.0
Wawer Marysin Wawerski,Warszawa,3.0,14201.0,52.2371411,21.1354095,479000.0,3.0,53.5,1969.0
Śródmieście,Warszawa,5.0,10621.0,52.2328098,21.019067,744000.0,3.0,59.49,1931.0
Stare Miasto Kleparz Zbożowa 2,Kraków,3.0,19315.0,50.0784631,19.935821818004662,599000.0,2.0,44.56,2021.0
Podgórze Zabłocie Stanisława Klimeckiego,Kraków,2.0,25627.0,50.04922420000001,19.9703793,539000.0,3.0,50.19,2020.0
Grunwald Górczyn ul. Romana Dmowskiego,Poznań,3.0,5462.0,52.3817991,16.891638500000006,462100.0,2.0,61.52,2021.0
wielkopolskie,Poznań,1.0,2328.0,52.4006632,16.919732591780882,424000.0,2.0,51.0,2020.0
Stare Miasto Centrum ul. Zagórze,Poznań,1.0,604.0,52.408418,16.9486258,498700.0,2.0,47.0,2021.0
Grunwald Jeleniogórska 1/3,Poznań,2.0,5554.0,52.404212,16.882542,421268.0,2.0,55.43,2021.0
Podgórze,Kraków,3.0,21954.0,50.0430999,19.9529614,587837.5,3.0,63.55,2022.0
Stare Miasto,Kraków,4.0,21994.0,50.0590398,19.937168297928988,2050688.4,2.0,86.82,2021.0
Grzegórzki ul. Dąbska,Kraków,2.0,23822.0,50.064613,19.9820189,622300.0,3.0,63.5,2021.0
Swoszowice Komuny Paryskiej,Kraków,0.0,22957.0,49.9989124,19.8947491,697200.0,3.0,87.8,2022.0
Nowa Huta Czyżyny Nowohucka 46,Kraków,4.0,30124.0,50.0558029,19.9993305,433661.0,2.0,45.89,2022.0
Grzegórzki ul. Fabryczna,Kraków,4.0,28909.0,50.058444,19.970235100000004,701460.0,3.0,51.96,2021.0
Grzegórzki Dąbie Pokoju,Kraków,7.0,21492.0,50.0589305,19.9762323,591637.13,4.0,78.89,2023.0
Ursynów ul. Rumby,Warszawa,2.0,9126.0,52.1428396,21.012989,1129000.0,4.0,113.0,1993.0
Śródmieście,Warszawa,3.0,17142.0,52.2328098,21.019067,445000.0,1.0,36.0,1950.0
Bemowo,Warszawa,0.0,15887.0,52.2389738,20.913288100000006,750000.0,3.0,61.0,2010.0
Podgórze,Kraków,2.0,26985.0,50.0430999,19.9529614,449000.0,2.0,40.99,2020.0
Stare Miasto Krowoderska,Kraków,2.0,19406.0,50.0724073,19.9317197,949000.0,3.0,84.0,1890.0
Podgórze Duchackie Adama Bochenka,Kraków,3.0,25813.0,50.0127186,19.9775244,330000.0,2.0,41.88,2021.0
Ursynów,Warszawa,3.0,14810.0,52.141039,21.0323214,959000.0,3.0,75.0,2012.0
Praga-Południe,Warszawa,1.0,17015.0,52.2373961,21.0712578,750000.0,3.0,70.25,2010.0
Bieżanów-Prokocim Nefrytowa,Kraków,1.0,19538.0,50.0206928,20.0476759,267300.0,2.0,44.0,2021.0
Żoliborz Ludwika Rydygiera,Warszawa,5.0,16895.0,52.2590164,20.9919642,854000.0,2.0,66.0,2010.0
Prądnik Biały Stefana Banacha,Kraków,3.0,19498.0,50.1015333,19.9640995,384990.0,2.0,44.06,2020.0
Wawer,Warszawa,2.0,8312.0,52.2203581,21.1370825,595000.0,3.0,55.63,2020.0
Nowe Miasto Brneńska,Poznań,3.0,1173.0,52.3944011,16.9581712,308000.0,1.0,31.82,2022.0
Prądnik Biały,Kraków,1.0,29091.0,50.1035684,19.953603106301202,467196.0,3.0,50.09,2020.0
Prądnik Biały Górka Narodowa,Kraków,2.0,23600.0,50.0974858,19.9592694,696667.0,4.0,79.56,2021.0
Praga-Południe Gocław,Warszawa,5.0,10563.0,52.2286331,21.1065722,615200.0,2.0,60.86,2021.0
Bemowo,Warszawa,4.0,15098.0,52.2389738,20.913288100000006,549000.0,3.0,63.0,1979.0
Białołęka Nowodwory ul. Oczary,Warszawa,1.0,17008.0,52.3290308,20.9520326,627000.0,3.0,83.5,2012.0
Białołęka,Warszawa,0.0,14608.0,52.3196649,21.0211773,549000.0,3.0,67.1,1988.0
Wilanów Kazachska,Warszawa,1.0,9757.0,52.1604735,21.0801539,1235000.0,3.0,102.12,2009.0
Stare Miasto Piątkowo,Poznań,5.0,605.0,52.4006632,16.919732591780882,350000.0,2.0,38.0,2008.0
Nowe Miasto Starołęka Starołęcka,Poznań,3.0,6111.0,52.3789805,16.9429243,277401.0,2.0,37.0,2020.0
Wilanów Sarmacka,Warszawa,2.0,10082.0,52.16565170000001,21.0767961,1490000.0,3.0,105.6,2008.0
Dębniki Ruczaj dr. Jana Piltza,Kraków,4.0,24411.0,50.0076191,19.8888826,358000.0,2.0,35.27,2021.0
Wola ulica Fort Wola,Warszawa,6.0,17891.0,52.2245069,20.9293579,592758.45,3.0,60.49,2022.0
Podgórze ul. Stanisława Mitery,Kraków,2.0,22837.0,50.0387673,19.9403193,480000.0,2.0,53.38,1959.0
Bielany Pabla Nerudy,Warszawa,10.0,6419.0,52.2772231,20.9251402,447300.0,2.0,46.25,1976.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,0.0,23275.0,50.0986433,20.0132206,398240.0,2.0,49.78,2022.0
Nowe Miasto Malta ul. Katowicka,Poznań,6.0,4819.0,52.39734489999999,16.9619394,400100.0,2.0,40.01,2022.0
Śródmieście,Warszawa,1.0,9088.0,52.2328098,21.019067,509000.0,2.0,38.72,2018.0
Targówek Bródno Rembielińska,Warszawa,7.0,15937.0,52.2900258,21.0300729,589000.0,2.0,56.5,2007.0
Podgórze Walerego Sławka,Kraków,7.0,20956.0,50.0242313,19.959569,599000.0,3.0,68.66,2021.0
Targówek,Warszawa,1.0,6914.0,52.2751918,21.0580854,399000.0,2.0,45.5,1980.0
Praga-Południe,Warszawa,7.0,17983.0,52.2373961,21.0712578,520000.0,2.0,44.0,1980.0
Praga-Północ,Warszawa,2.0,17422.0,52.2648843,21.0273442,374900.0,1.0,25.0,2015.0
Podgórze Stanisława Klimeckiego,Kraków,3.0,21226.0,50.04922420000001,19.9703793,469000.0,2.0,39.96,2021.0
Stare Miasto Naramowice ul. Karpia,Poznań,2.0,43.0,52.44491070000001,16.949034899999994,545000.0,3.0,64.0,2010.0
Mokotów Sielce,Warszawa,0.0,17342.0,52.1964999,21.046333800000006,888000.0,2.0,54.0,1929.0
Wzgórza Krzesławickie ul.Gustawa Morcinka,Kraków,1.0,26776.0,50.1047809,20.0362743,268451.0,2.0,37.81,2022.0
Grzegórzki,Kraków,6.0,22338.0,50.06497215,19.968825516425387,580000.0,2.0,40.0,2017.0
Dębniki Ruczaj,Kraków,4.0,26593.0,50.0230156,19.9083637,699000.0,3.0,60.0,2010.0
Grunwald Łazarz ul. Józefa Łukaszewicza,Poznań,0.0,2985.0,52.3921092,16.9028434,325000.0,2.0,43.8,1960.0
Dębniki Stare Dębniki ul. gen. Antoniego Józefa Madalińskiego,Kraków,0.0,26419.0,50.0469432,19.99715343583669,1150000.0,3.0,70.55,2019.0
Prądnik Biały Henryka Pachońskiego,Kraków,0.0,21764.0,50.0949773,19.920405494289955,449000.0,3.0,51.23,2021.0
Białołęka Dębowa,Warszawa,0.0,9269.0,52.3607157,20.9436496,315000.0,2.0,51.91,2020.0
Dębniki gen. Antoniego Józefa Madalińskiego,Kraków,2.0,21881.0,50.0469432,19.99715343583669,2367750.0,2.0,115.5,2020.0
Śródmieście,Warszawa,0.0,11799.0,52.2328098,21.019067,420000.0,1.0,27.0,1830.0
Targówek Bródno św. Wincentego,Warszawa,1.0,10421.0,52.2908619,21.0501725,815000.0,3.0,69.0,2009.0
Mokotów Pola Mokotowskie ul. Stefana Batorego,Warszawa,3.0,12174.0,52.2106101,21.0070603,224727.0,1.0,17.3,2020.0
Praga-Północ Otwocka 16,Warszawa,4.0,16030.0,52.26076135,21.05709197362738,220000.0,2.0,55.0,2007.0
Praga-Północ,Warszawa,2.0,9829.0,52.2648843,21.0273442,519000.0,4.0,60.5,1968.0
Stare Miasto Kleparz al. Słowackiego,Kraków,3.0,23571.0,50.0639468,19.94306594383988,1080000.0,3.0,110.5,1930.0
Podgórze Duchackie Wola Duchacka Sebastiana Klonowica,Kraków,3.0,24068.0,50.0197558,19.9528554,444640.0,2.0,55.58,2020.0
Śródmieście Powiśle al. 3 Maja,Warszawa,0.0,16515.0,52.2346393,21.0355145,625000.0,2.0,50.1,1962.0
Mokotów,Warszawa,2.0,8799.0,52.19398740000001,21.0457809,749000.0,2.0,52.0,1934.0
Mokotów Belwederska,Warszawa,3.0,17815.0,52.20523185,21.03279932572329,520000.0,3.0,47.7,1965.0
Bielany Marymont Ul. Słowiańska 23,Warszawa,1.0,13375.0,52.27575215,20.966036805175506,670650.0,2.0,44.71,2022.0
Praga-Południe Saska Kępa,Warszawa,1.0,12944.0,52.23280325,21.054660077101246,450000.0,2.0,38.0,1973.0
Grzegórzki ul. Grzegórzecka,Kraków,4.0,28674.0,50.0587885,19.9500605,1054000.0,3.0,84.32,2020.0
Bieżanów-Prokocim ul. Mariana Domagały,Kraków,4.0,27847.0,50.0219561,20.0509824,329840.0,3.0,53.2,2021.0
Śródmieście Ogrodowa 32A,Warszawa,8.0,9018.0,52.2319581,21.0067249,805000.0,2.0,52.0,2003.0
Podgórze Duchackie Wola Duchacka Walerego Sławka,Kraków,0.0,21095.0,50.0205244,19.9601785,489000.0,3.0,55.2,2021.0
Bronowice ul. Gabrieli Zapolskiej,Kraków,1.0,18772.0,50.0762199,19.8987677,634000.0,4.0,79.0,1980.0
Stare Miasto Centrum,Poznań,0.0,955.0,52.3601021,16.849834118146607,534900.0,3.0,75.0,1903.0
Dębniki Kliny-Zacisze bpa. A. Małysiaka,Kraków,1.0,29818.0,49.9988318,19.8938784,441798.0,3.0,65.94,2020.0
Mokotów Sadyba Nałęczowska,Warszawa,2.0,7984.0,52.1753544,21.0624219,696743.0,3.0,65.54,2022.0
Jeżyce Podolany Druskiennicka,Poznań,0.0,2067.0,52.4006632,16.919732591780882,260000.0,1.0,30.0,2020.0
Praga-Południe Gocław Samolotowa,Warszawa,6.0,11805.0,52.2225883,21.0991717,528000.0,3.0,63.5,1985.0
Dębniki Kliny-Zacisze bpa. A. Małysiaka,Kraków,0.0,30046.0,49.9988318,19.8938784,344825.0,2.0,53.05,2020.0
Wilda Dąbrówki,Poznań,2.0,1332.0,52.4006632,16.919732591780882,659500.0,4.0,91.61,1982.0
Śródmieście Powiśle ul. Zajęcza,Warszawa,2.0,13417.0,52.2382865,21.0251236,1200000.0,3.0,80.5,1930.0
Wzgórza Krzesławickie ul.Gustawa Morcinka,Kraków,2.0,26667.0,50.1047809,20.0362743,385686.0,3.0,61.22,2022.0
Bieżanów-Prokocim ul. Podłęska,Kraków,1.0,27601.0,50.0087167,20.0131964,527900.0,3.0,66.0,2005.0
Podgórze Stanisława Mitery,Kraków,3.0,21064.0,50.0387673,19.9403193,243000.0,1.0,24.3,1970.0
Mistrzejowice Piasta Kołodzieja,Kraków,0.0,22168.0,50.0986433,20.0132206,454916.0,3.0,59.08,2022.0
Wola Juliana Konstantego Ordona,Warszawa,8.0,15988.0,52.2247928,20.9525803,667718.0,3.0,57.87,2021.0
Śródmieście ul. Krzysztofa Kamila Baczyńskiego,Warszawa,4.0,13030.0,52.2345149,21.0163268,1050000.0,2.0,48.6,2007.0
Praga-Północ Aleja Tysiąclecia,Warszawa,4.0,11830.0,52.2542308,21.0528516,375000.0,3.0,47.0,2022.0
Zwierzyniec Wola Justowska Jesionowa,Kraków,0.0,25180.0,50.067974,19.8748544,967040.0,3.0,75.55,2020.0
Praga-Południe Gocław ul. gen. Romana Abrahama,Warszawa,10.0,12557.0,52.2319581,21.0067249,515000.0,2.0,43.8,1984.0
Prądnik Czerwony Ułanów,Kraków,2.0,28430.0,50.0769258,19.9842469,645000.0,3.0,64.0,2001.0
Nowa Huta Czyżyny Nowohucka 46,Kraków,5.0,23897.0,50.0558029,19.9993305,680823.0,4.0,68.77,2022.0
Grunwald Łazarz Grunwaldzka,Poznań,2.0,3189.0,52.40537,16.902329889043028,710000.0,5.0,157.3,1933.0
Prądnik Biały ks. Kazimierza Siemaszki,Kraków,1.0,26211.0,50.085555,19.9400815,510000.0,4.0,51.0,1980.0
Nowa Huta Czyżyny al. Jana Pawła II,Kraków,0.0,21292.0,49.9383244,19.810483,549000.0,2.0,53.0,2012.0
Mistrzejowice Osiedle Piastów,Kraków,0.0,21195.0,50.101206899999994,20.017364300393496,525000.0,4.0,58.0,1970.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,6.0,28379.0,50.0986433,20.0132206,712215.0,4.0,83.79,2020.0
Zwierzyniec Wola Justowska,Kraków,0.0,29212.0,50.0650619,19.877649,1100000.0,3.0,85.0,2003.0
Praga-Południe Grochowska,Warszawa,9.0,17793.0,52.2497745,21.1068857,242384.0,1.0,24.32,2021.0
Grzegórzki płk. Francesco Nullo,Kraków,0.0,20732.0,50.0596827,19.9674377,541717.0,2.0,44.77,2022.0
Śródmieście Śródmieście Południowe,Warszawa,1.0,10810.0,52.2222528,21.0156995,1250000.0,3.0,86.0,1938.0
Podgórze Bonarka Walerego Sławka,Kraków,5.0,26447.0,50.0205244,19.9601785,749000.0,4.0,84.17,2021.0
Wola,Warszawa,10.0,8291.0,52.2362379,20.9547815,1456000.0,4.0,108.0,2020.0
